observations,subject_ids,CortexVol,Right-Amygdala,Right-Lateral-Ventricle,WM-hypointensities
0,AnnArbor_a_sub04111,-1.5476068014257947,-2.146818968097642,-1.0011354217236583,-0.405304059948651
1,AnnArbor_a_sub04619,0.311062502106151,-0.8917705100187567,1.1988752403043408,-1.1436339779877207
3,AnnArbor_a_sub13959,-0.603801160094281,-0.8749679407163484,-0.3527389245812973,-0.1883728785063862
4,AnnArbor_a_sub16960,-0.027830563580329152,0.9805294972161865,2.6164331296916012,-0.4892222263569678
5,AnnArbor_a_sub18698,-0.0782684699183978,0.2617964650221766,-0.40456665688368576,0.573220635871462
6,AnnArbor_a_sub20317,-1.14115482470661,-1.121201290978486,-0.05526897926482561,0.3547564524643635
7,AnnArbor_a_sub28433,0.17299739076225704,0.8242657447326838,0.7200227486680638,0.9507785720398749
8,AnnArbor_a_sub30421,-1.0300384884105536,1.9026650587609677,-0.12134066800628306,-1.8044897400787285
9,AnnArbor_a_sub34781,1.823328870597554,1.1777840581222996,-0.8475089783515356,-0.5774149977322564
10,AnnArbor_a_sub38614,0.9002036759799893,-0.34244712571311464,0.39221728243065973,-0.9377436554111518
11,AnnArbor_a_sub45660,0.01397046265689425,-0.6691780892037704,-0.3569098063296076,-0.10729786951978294
12,AnnArbor_a_sub46727,0.3532907505023159,1.600880018460144,-0.5790756398414988,1.5141077623371912
13,AnnArbor_a_sub47191,-0.025662300736000315,0.7868266917695093,-0.34021496017108865,-1.4986231389324405
14,AnnArbor_a_sub47659,-0.2849562505131385,-0.7263696698697393,0.09714873141686718,0.26772981036846455
15,AnnArbor_a_sub49687,-0.9058452991648897,-0.7636520313565266,-0.9770752465748848,4.9673524190061125
17,AnnArbor_a_sub56028,0.7616027176638406,-0.3952345686560755,-0.007459101915828403,-0.6072847063101291
20,AnnArbor_a_sub75922,0.09033911806690226,-0.30298055109200356,0.8548807680504878,-0.9047299395368354
21,AnnArbor_a_sub82334,0.5408647693211505,-0.16532980089314547,-0.592052793015639,-0.18016686427495174
22,AnnArbor_a_sub86367,0.4057697189675527,0.009665415532073077,-0.9947646975749824,2.763499954470637
24,AnnArbor_b_sub00306,0.02943502872296272,0.5540636343168612,-0.9351087604200765,-0.7928682895488212
25,AnnArbor_b_sub07921,1.259312534404679,-0.5544813916575797,0.040889234721311285,0.12078212460708729
26,AnnArbor_b_sub11043,1.086279953486092,-0.7487652696021548,1.2187573421087108,-0.6872947614892968
28,AnnArbor_b_sub26099,1.4020836840761033,0.055231559854528496,0.9062545722615455,1.3940578845166465
30,AnnArbor_b_sub33437,-0.8804234816904376,0.02840601625640748,0.014860254205916032,-0.5632074633692538
31,AnnArbor_b_sub39635,-0.025429708372170533,-0.14456671761095718,-0.6555087722754901,-0.4171872142507087
32,AnnArbor_b_sub39923,-0.9601011208717906,0.8723222316619907,-1.5827086189884323,-0.5447142750603698
33,AnnArbor_b_sub42616,-1.6898236673821234,-1.3067648092762918,-0.7640652661801404,-0.7108456656398534
36,AnnArbor_b_sub50859,1.2593154647485671,-0.49957046373035935,-0.7146629029099825,1.0272680871970865
37,AnnArbor_b_sub53269,-3.2548387966314376,-1.111415708107296,-0.7341715084781226,0.36640528249707927
38,AnnArbor_b_sub53959,-0.7655548644941844,0.7015749398219633,-0.36015532010186796,-0.22404506589766704
39,AnnArbor_b_sub57025,-0.9667809286988476,-0.3033764398047113,-0.5251405663254574,0.4155234611814224
40,AnnArbor_b_sub57196,-0.1717651566649958,-0.5596539777643552,-0.1820522250893401,-0.7817677306608448
41,AnnArbor_b_sub59573,-0.7107807920898589,-0.4280782399852752,0.5868556010616505,0.7388270839492481
42,AnnArbor_b_sub62819,1.5091595296795082,1.1410493890853193,1.678349161862679,0.3655249871368604
43,AnnArbor_b_sub64831,0.6408788300398705,-1.4879410955439851,-0.06876219859643919,-0.9161960694261315
44,AnnArbor_b_sub64969,3.2321037864829645,1.7823453964982725,0.2886870610084039,2.718269499139202
45,AnnArbor_b_sub66506,-0.10396981103008886,-0.24630288522267277,-0.2631439047788304,-0.9547326145971939
46,AnnArbor_b_sub72215,0.05367603058962789,0.9764331520390361,0.49909237159672626,2.074074542200255
47,AnnArbor_b_sub73168,1.3679427378633062,-0.7491396140079323,1.6494674229446888,-0.0021632893522244502
48,AnnArbor_b_sub73812,-0.4628954778981739,0.2991146926107607,-0.2964815276424152,-0.7964607824751918
49,AnnArbor_b_sub78151,-1.3506732270419162,0.4549978771828642,-1.055978573271401,-0.12577757977947607
50,AnnArbor_b_sub85257,0.05173297069552239,1.1045965167138916,0.6647873877861464,-1.3333036537912066
52,AnnArbor_b_sub90950,-0.9602084958861501,-0.886435663540623,-0.7387144803133342,-0.5191118598459279
53,AnnArbor_b_sub97518,-0.09192895973936813,-0.8993529457434201,0.14498506131427735,-0.12440227217650772
55,AnnArbor_b_sub99692,-0.27052009438254304,0.583926108374403,0.23034698814938787,0.5934208123458102
56,Atlanta_sub00354,0.06116139800893827,0.7510216072904367,-0.2921335101999792,-0.24766980687747683
57,Atlanta_sub00368,0.154564525730779,0.3248539669604376,-0.7727242361110419,-0.05842063383525107
58,Atlanta_sub06870,-0.2997796752604861,-0.1170061721892731,-0.22665634700455356,-0.17339589759310964
59,Atlanta_sub07145,-2.065437118045074,-2.6167268490626956,-0.0801170824183075,-0.306112822755108
60,Atlanta_sub15817,0.3584449465784325,0.9187392867612993,0.0018433429049514113,-0.3927678523714731
62,Atlanta_sub18219,-1.1617039188190814,-0.38701536858884256,-1.0196520586182527,1.1019821608378624
64,Atlanta_sub24972,0.3291162433408256,-0.3292571365852976,-0.35479530726650066,0.29104517605125263
65,Atlanta_sub26938,1.2330139303591208,1.7026619060306347,-0.31807674469068864,-0.6010616746139585
66,Atlanta_sub32093,-1.2670517801232528,0.7334209037395204,-0.2080842564766402,0.26522958927368506
67,Atlanta_sub49816,0.3281306609192732,0.6299497974654554,-0.633217549672172,-0.6627279200672261
68,Atlanta_sub52783,-0.7619827831070978,-1.8259762921437743,-1.070764130178222,-0.7626438132619299
69,Atlanta_sub53122,-0.14025873779742362,-1.870458663568046,2.070147250066909,-0.326154240047504
70,Atlanta_sub55652,1.25721360214532,0.04990663829213853,-0.18816188870246228,0.008910143196852165
72,Atlanta_sub59806,-1.3996781669668739,-1.3651689448285391,-0.4557609740550165,-0.6106455414927681
73,Atlanta_sub60499,1.5266166474050153,1.4450651640846917,-0.22781339154269947,0.8364527827756258
74,Atlanta_sub61442,-0.7505042722568531,-1.5197321125979522,-0.33832839949097376,-1.007945722197393
75,Atlanta_sub61902,-0.5261886847501493,-0.3985425838658995,1.598610316913093,0.18320588167370416
76,Atlanta_sub71337,0.39712945740756966,1.3146570368078554,0.6403033132890109,1.7266160850040708
77,Atlanta_sub72096,1.898525478311368,3.990875695048103,1.854622015822806,0.6951164564362532
81,Atlanta_sub81596,0.45621428475418047,-0.713747228597121,0.34410579869222796,0.0031684135882606005
82,Atlanta_sub86323,1.1136449395384709,1.0945205276336138,-0.10933198313165235,-0.1324322736014808
83,Atlanta_sub91049,-0.8765007618583991,-1.6490060237613688,-0.5653953169952621,-0.49366717781270136
84,Baltimore_sub17017,-0.23424955037400122,-0.32613197697039065,-0.9040388276875241,0.7990986941602857
85,Baltimore_sub19738,-1.0350390422484086,-0.17717907079867315,-1.2281854593820383,-0.6241631358524178
86,Baltimore_sub23750,2.02290428232541,1.6736763533158845,-0.8323229859991329,-0.13476585800054533
87,Baltimore_sub23927,-1.3762788192893973,-0.3308289723791309,-1.2604152709518663,-0.7294403017441576
88,Baltimore_sub29158,-0.9822358312412706,-0.5466366700940035,-0.1053169172571788,-0.199133381915061
89,Baltimore_sub30072,-0.5348604355813515,0.16896223405435443,0.47357382316845026,-0.36092401533543206
91,Baltimore_sub37548,1.670146624253196,0.6906608522544324,3.052383852348396,0.506855649463448
92,Baltimore_sub52358,-0.1850338630961843,-0.4908843265271141,-0.01747895489227869,0.05209226972394305
94,Baltimore_sub54329,-0.5979820922576731,-0.3626616988392424,0.058191224184937815,0.12084669709842516
97,Baltimore_sub77572,1.0450832202417364,0.4627530441488121,1.8531678825759383,0.11303563895292038
