observations,centile,subject_ids,CortexVol,Right-Amygdala,Right-Lateral-Ventricle,WM-hypointensities
5,0.5,5,495871.7501456012,1731.7900594897478,6364.6882016511445,1169.8241175180326
5,0.75,5,528203.9294258689,1889.4299772372851,8345.534944772866,1464.8732775741016
5,0.95,5,574719.0600430948,2116.2207945513096,11195.307123453276,1889.3497751075283
6,0.05,6,418487.96846645797,1353.5149179582743,1533.4237542566407,470.7424343953063
6,0.25,6,464742.8316266367,1577.2834422403603,4297.545042952621,898.7297984963437
6,0.5,6,496894.10172809707,1732.822595809673,6218.856751049299,1196.2193250694324
6,0.75,6,529045.3718295575,1888.3617493789857,8140.168459145987,1493.708851642521
6,0.95,6,575300.2349897362,2112.130273661071,10904.289747841967,1921.6962157435582
7,0.05,7,391616.710481061,1327.808073825816,305.48238735544874,161.6653494859761
7,0.25,7,444501.45752919506,1605.6786960668696,4488.1200118858005,815.8934216252734
7,0.5,7,481261.0903639924,1798.8236503173082,7395.427542709473,1270.6404907597657
7,0.75,7,518020.72319878975,1991.968604567746,10302.735073533146,1725.387559894258
7,0.95,7,570905.4702469234,2269.839226808799,14485.37269806349,2379.6156320335504
8,0.05,8,379217.9510917672,1296.0659214668985,2703.47816549062,-614.1328205649345
8,0.25,8,422191.6817297881,1467.3324542512992,8344.369605718084,938.6433749366604
8,0.5,8,452062.2710389763,1586.378024353265,12265.29406461706,2017.9618175360056
8,0.75,8,481932.86034816474,1705.4235944552306,16186.218523516018,3097.280260135354
8,0.95,8,524906.5909861854,1876.690127239631,21827.109963743493,4650.056455636941
9,0.05,9,418487.96846645797,1353.5149179582743,1533.4237542566407,470.7424343953063
9,0.25,9,464742.8316266367,1577.2834422403603,4297.545042952621,898.7297984963437
9,0.5,9,496894.10172809707,1732.822595809673,6218.856751049299,1196.2193250694324
9,0.75,9,529045.3718295575,1888.3617493789857,8140.168459145987,1493.708851642521
9,0.95,9,575300.2349897362,2112.130273661071,10904.289747841967,1921.6962157435582
10,0.05,10,337887.8900514859,1009.5779167774348,1211.065176770554,-233.11032016651006
10,0.25,10,386070.2967272569,1248.430803407172,9205.299655871859,2466.350164444565
10,0.5,10,419561.3821036544,1414.4549389873064,14762.008171080894,4342.71682600825
10,0.75,10,453052.4674800519,1580.4790745674418,20318.716686289954,6219.083487571939
10,0.95,10,501234.8741558228,1819.3319611971765,28312.951165391205,8918.543972183008
11,0.05,11,411026.8894633166,1312.803914677102,1329.8262280650506,343.344179901066
11,0.25,11,459953.4774894261,1559.7658307340284,4627.104570068522,780.1235509997413
11,0.5,11,493961.83551489253,1731.4264675934241,6919.00815232181,1083.7243093958741
11,0.75,11,527970.1935403591,1903.0871044528194,9210.911734575098,1387.3250677920064
11,0.95,11,576896.7815664683,2150.049020509748,12508.190076578572,1824.1044388906826
12,0.05,12,385718.31123650883,1378.4880386777515,1151.561876231779,-315.90886547589025
12,0.25,12,433242.3547192121,1592.335272763217,5883.533953752966,708.7477753002283
12,0.5,12,466275.8187473013,1740.9782416057067,9172.67809952855,1420.9758561565982
12,0.75,12,499309.28277539037,1889.6212104481965,12461.822245304134,2133.2039370129696
12,0.95,12,546833.3262580936,2103.4684445336616,17193.794322825313,3157.860577789082
13,0.05,13,417024.44024810777,1347.359324428186,1534.0692798490127,450.298459928537
13,0.25,13,463539.57086533355,1574.1501417422105,4383.841458529416,874.7749574619636
13,0.5,13,495871.7501456012,1731.7900594897478,6364.6882016511445,1169.8241175180326
13,0.75,13,528203.9294258689,1889.4299772372851,8345.534944772866,1464.8732775741016
13,0.95,13,574719.0600430948,2116.2207945513096,11195.307123453276,1889.3497751075283
14,0.05,14,417024.44024810777,1347.359324428186,1534.0692798490127,450.298459928537
14,0.25,14,463539.57086533355,1574.1501417422105,4383.841458529416,874.7749574619636
14,0.5,14,495871.7501456012,1731.7900594897478,6364.6882016511445,1169.8241175180326
